Module,Submodule,Key,English,Marathi,Hindi,Odiya,Telugu,Kannada,Tamil,Gujarati,Urdu
LEARNERS,,SEARCHBAR_PLACEHOLDER,Search Learners..,शिकणारे शोधा..,शिक्षार्थियों को खोजें..,ଶିକ୍ଷାର୍ଥୀମାନଙ୍କୁ ଖୋଜନ୍ତୁ..,అభ్యసకులను శోధించండి..,ಲರ್ನರ್  ಹುಡುಕಿ..,மாணவர்களை தேடுங்கள்..,વિધ્યાર્થીઓને શોધો,طلباء کو تلاش کریں..
LEARNERS,,NEW_LEARNER,New Learner,नवीन शिकणारा,नया शिक्षार्थी,ନୂତନ ଶିକ୍ଷାର୍ଥୀ,కొత్త అభ్యసకుడు,ಹೊಸ ಕಲಿಯುವವರು,புதிய மாணவர்,નવા વિધ્યાર્થી,نئے طلباء
LEARNERS,,FIRST_SELECT_REQUIRED_FIELDS,First select required fields,प्रथम आवश्यक फील्ड निवडा,पहले आवश्यक फ़ील्ड चुनें,ପ୍ରଥମେ ଆବଶ୍ୟକ ତଥ୍ୟଗୁଡ଼ିକୁ ଚୟନ କରନ୍ତୁ,మొదట అవసరమైన ఫీల్డ్స్‌ను ఎంచుకోండి,ಮೊದಲು ಅಗತ್ಯವಿರುವ ಕ್ಷೇತ್ರಗಳನ್ನು ಆಯ್ಕೆಮಾಡಿ,முதலில் தேவையான புலங்களைத் தேர்ந்தெடுக்கவும்,પહેલા આવયશ્યક ફિલ્ડ પસંદ કરો,پہلے مطلوبہ فیلڈز منتخب کریں۔
LEARNERS,,LEARNER_CREATED_SUCCESSFULLY,Learner has been successfully created!,लर्नर को सफलतापूर्वक बनाया गया है!,विद्यार्थी यशस्वीपणे तयार केला गेला!,ବିଦ୍ୟାର୍ଥୀ ସଫଳତାର ସହ ତିଆରି ହୋଇଛି!,లెర్నర్ విజయవంతంగా సృష్టించబడింది!,ಕಲಿಯುವವರನ್ನು ಯಶಸ್ವಿಯಾಗಿ ರಚಿಸಲಾಗಿದೆ!,மாணவர் வெற்றிகரமாக உருவாக்கப்பட்டார்!,લર્નર સફળતાપૂર્વક બનાવવામાં આવ્યું છે!,سیکھنے والے کو کامیابی کے ساتھ بنایا گیا ہے!
LEARNERS,,USER_CREDENTIALS_WILL_BE_SEND_SOON,"Learner is created, credentials will be sent soon","लर्नर बनाया गया है, क्रेडेंशियल्स जल्द ही भेजे जाएंगे","विद्यार्थी तयार केला, क्रेडेन्शियल्स लवकरच पाठवले जातील","ଶିକ୍ଷାର୍ଥୀ ସଫଳତାର ସହିତ ସୃଷ୍ଟି ହୋଇଛନ୍ତି। ଲଗଇନ୍ ବିବରଣୀ ଖୁବ ଶୀଘ୍ର ପଠାଯିବ।""","అభ్యాసకుడు సృష్టించబడ్డాడు, ఆధారాలు త్వరలో పంపబడతాయి","ಕಲಿಯುವವರನ್ನು ರಚಿಸಲಾಗಿದೆ, ರುಜುವಾತುಗಳನ್ನು ಶೀಘ್ರದಲ್ಲೇ ಕಳುಹಿಸಲಾಗುತ್ತದೆ。","மாணவர் உருவாக்கப்பட்டார், உள்நுழைவு விவரங்கள் விரைவில் அனுப்பப்படும்","લર્નર બનાવવામાં આવ્યું છે, ઓળખપત્રો ટૂંક સમયમાં મોકલવામાં આવશે",لرنر بنایا گیا ہے، اسناد جلد بھیج دی جائیں گی۔
LEARNERS,,LEARNER_UPDATED_SUCCESSFULLY,Learner has been successfully updated!,लर्नर को सफलतापूर्वक अपडेट किया गया है!,विद्यार्थी यशस्वीपणे अपडेट केला!,ବିଦ୍ୟାର୍ଥୀଙ୍କୁ ସଫଳତାର ସହ ଅପଡେଟ୍ କରାଯାଇଛି!,లెర్నర్ విజయవంతంగా నవీకరించబడింది!,ಕಲಿಯುವವರನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನವೀಕರಿಸಲಾಗಿದೆ!,மாணவர் வெற்றிகரமாகப் புதுப்பிக்கப்பட்டார்!,લર્નરને સફળતાપૂર્વક અપડેટ કરવામાં આવ્યું છે!,لرنر کو کامیابی کے ساتھ اپ ڈیٹ کر دیا گیا ہے!
LEARNERS,,EDIT_LEARNER,Edit Learner,लर्नर संपादित करें,विद्यार्थी संपादित करा,ବିଦ୍ୟାର୍ଥୀକୁ ସମ୍ପାଦନ କରନ୍ତୁ,లెర్నర్‌ను సవరించండి,ಎಡಿಟ್ ಲರ್ನರ್ ,மாணவரைத் திருத்தவும்,લર્નરને સંપાદિત કરો,سیکھنے والے میں ترمیم کریں۔
LEARNERS,,NO_LEARNERS_FOUND,No Learners Found,कोणतेही लर्नर्स सापडले नाहीत,कोई लर्नर नहीं मिला,କୌଣସି ଶିକ୍ଷାର୍ଥୀ ମିଳିଲେ ନାହିଁ,లెర్నర్స్ కనుగొనబడలేదు,ವಿದ್ಯಾರ್ಥಿಗಳು ಲಭ್ಯವಿಲ್ಲ,மாணவர்கள் எவரும் கிடைக்கவில்லை,કોઈ શીખનારા મળ્યા નથી,کوئی سیکھنے والا نہیں ملا
LEARNERS,,RE_ASSIGN_LEARNER,Re-assign Learner,लर्नर पुन्हा नियुक्त करा,लर्नर को फिर से असाइन करें,ଶିକ୍ଷାର୍ଥୀକୁ ପୁଣି ଆସାଇନ  କରନ୍ତୁ,లెర్నర్‌ని మళ్లీ కేటాయించండి,ಪುನಃ ವಿದ್ಯಾರ್ಥಿಯನ್ನು ನಿಯೋಜಿಸಿ,மாணவரை மறுஒதுக்கீடு செய்யவும்,લર્નરને ફરીથી સોંપો,لرنر کو دوبارہ تفویض کریں۔
MENTOR_LEADERS,,SEARCHBAR_PLACEHOLDER,Search Center Heads..,मेंटॉर लीडर्स शोधा..,मेंटर लीडर खोजें..,ମେଣ୍ଟର ନେତା ସନ୍ଧାନ କରନ୍ତୁ..,సెర్చ్ సెంటర్ హెడ్స్..,ಮಾರ್ಗದರ್ಶಕ ನಾಯಕರು ಹುಡುಕಿ..,மையத் தலைவர்களைத் தேடவும்..,માર્ગદર્શક નેતાઓ શોધો..,سرپرست رہنما تلاش کریں..
MENTOR_LEADERS,,FIRST_SELECT_REQUIRED_FIELDS,First select required fields,सर्वप्रथम आवश्यक फील्ड निवडा,पहले आवश्यक फ़ील्ड चुनें,ପ୍ରଥମେ ଆବଶ୍ୟକ ତଥ୍ୟ ଚୟନ କରନ୍ତୁ,మొదట అవసరమైన ఫీల్డ్స్ ఎంచుకోండి,ಮೊದಲು ಅಗತ್ಯವಿರುವ ಕ್ಷೇತ್ರಗಳನ್ನು ಆಯ್ಕೆ ಮಾಡಿ,முதலில் தேவையான புலங்களைத் தேர்ந்தெடுக்கவும்,પહેલા જરૂરી ક્ષેત્રો પસંદ કરો,پہلے مطلوبہ فیلڈز منتخب کریں۔
MENTOR_LEADERS,,MENTOR_LEADER_CREATED_SUCCESSFULLY,Center Head has been successfully created!,मेंटॉर लीडर यशस्वीरित्या तयार झाला आहे!,मेंटर लीडर सफलतापूर्वक बनाया गया!,ମେଣ୍ଟର ନେତା ସଫଳତାର ସହିତ ସୃଷ୍ଟି ହୋଇଛି!,సెంటర్ హెడ్ విజయవంతంగా సృష్టించబడింది!,ಮಾರ್ಗದರ್ಶಕ ನಾಯಕ ಯಶಸ್ವಿಯಾಗಿ ರಚಿಸಲಾಗಿದೆ!,மையத் தலைவர் வெற்றிகரமாக உருவாக்கப்பட்டார்!,માર્ગદર્શક નેતા સફળતાપૂર્વક બનાવવામાં આવ્યા છે!,مینٹر لیڈر کامیابی کے ساتھ بنایا گیا ہے!
MENTOR_LEADERS,,USER_CREDENTIALS_WILL_BE_SEND_SOON,"Center Head is created, credentials will be sent soon","मेंटॉर लीडर तयार झाला आहे, क्रेडेन्शियल्स लवकरच पाठवले जातील","मेंटर लीडर बनाया गया है, क्रेडेंशियल्स जल्द ही भेजे जाएंगे","ମେଣ୍ଟର ନେତା ସୃଷ୍ଟି ହୋଇଛି, ସନଦ ଶୀଘ୍ର  ମେଲ କରାଯିବ","సెంటర్ హెడ్ సృష్టించబడింది, ఆధారాలు త్వరలో పంపబడతాయి","ಮಾರ್ಗದರ್ಶಕ ನಾಯಕ ರಚಿಸಲಾಗಿದೆ, ಪ್ರಮಾಣಪತ್ರಗಳು ಸದ್ಯದಲ್ಲೇ ಕಳುಹಿಸಲಾಗುತ್ತವೆ","மையத் தலைவர் உருவாக்கப்பட்டார், உள்நுழைவு விவரங்கள் விரைவில் அனுப்பப்படும்","માર્ગદર્શક નેતા બનાવવામાં આવ્યા છે, ઓળખપત્રો ટૂંક સમયમાં મોકલવામાં આવશે",مینٹر لیڈر بنایا گیا ہے، اسناد جلد بھیج دی جائیں گی۔
MENTOR_LEADERS,,MENTOR_LEADER_UPDATED_SUCCESSFULLY,Center Head has been successfully updated!,मेंटॉर लीडर यशस्वीरित्या अपडेट केला आहे!,मेंटर लीडर सफलतापूर्वक अपडेट किया गया!,ମେଣ୍ଟର ନେତା ସଫଳତାର ସହିତ ଅପଡେଟ  ହୋଇଛି!,సెంటర్ హెడ్ విజయవంతంగా నవీకరించబడింది!,ಸೆಂಟರ್ ಹೆಡ್  ಯಶಸ್ವಿಯಾಗಿ ನವೀಕರಿಸಲಾಗಿದೆ!,மையத் தலைவர் வெற்றிகரமாகப் புதுப்பிக்கப்பட்டார்!,માર્ગદર્શક નેતા સફળતાપૂર્વક અપડેટ કરવામાં આવ્યા છે!,مینٹر لیڈر کو کامیابی کے ساتھ اپ ڈیٹ کر دیا گیا ہے!
MENTOR_LEADERS,,EDIT_MENTOR_LEADER,Edit Center Head,मेंटॉर लीड संपादित करा,मेंटर लीडर संपादित करें,ମେଣ୍ଟର ନେତା ଏଡିଟ  କରନ୍ତୁ,సెంటర్ హెడ్‌ని సవరించండి,ಎಡಿಟ್ ಸೆಂಟರ್ ಹೆಡ್ ,மையத் தலைவரைத் திருத்தவும்,માર્ગદર્શક નેતા સંપાદિત કરો,مینٹر لیڈر میں ترمیم کریں۔
MENTOR_LEADERS,,MENTOR_LEAD_UPDATED_SUCCESSFULLY,Center Head has been successfully updated!,मेंटॉर लीड यशस्वीरित्या अपडेट झाला आहे!,मेंटर लीड सफलतापूर्वक अपडेट किया गया!,ମେଣ୍ଟର ନେତା ସଫଳତାର ସହିତ ଅପଡେଟ  ହୋଇଛି!,సెంటర్ హెడ్ విజయవంతంగా నవీకరించబడింది!,ಸೆಂಟರ್ ಹೆಡ್ ಯಶಸ್ವಿಯಾಗಿ ನವೀಕರಿಸಲಾಗಿದೆ!,மையத் தலைவர் வெற்றிகரமாகப் புதுப்பிக்கப்பட்டார்!,માર્ગદર્શક લીડ સફળતાપૂર્વક અપડેટ કરવામાં આવ્યા છે!,مینٹر لیڈ کو کامیابی کے ساتھ اپ ڈیٹ کر دیا گیا ہے!
MENTOR_LEADERS,,NOT_ABLE_UPDATE_MENTOR_LEAD,Not able to update Center Head,मेंटॉर लीड अपडेट करता आले नाही,मेंटर लीड को अपडेट करने में सक्षम नहीं,ମେଣ୍ଟର ନେତାକୁ ଅପଡେଟ  କରିପାରିଲେ ନାହିଁ,సెంటర్ హెడ్‌ని అప్‌డేట్ చేయడం సాధ్యపడలేదు,ಸೆಂಟರ್ ಹೆಡ್ ನ್ನು ನವೀಕರಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ,மையத் தலைவரைப் புதுப்பிக்க முடியவில்லை,માર્ગદર્શક લીડ અપડેટ કરવામાં અસમર્થ,سرپرست لیڈ کو اپ ڈیٹ کرنے کے قابل نہیں ہے۔
