LOGIN_PAGE,PLEASE_RESET_YOUR_PASSWORD,Please reset your password to ensure your account is secure,तुमचे खाते सुरक्षित असल्याची खात्री करण्यासाठी कृपया तुमचा पासवर्ड रीसेट करा.,"आपका खाता सुरक्षित है, यह सुनिश्चित करने के लिए कृपया अपना पासवर्ड रीसेट करें",ଆପଣଙ୍କର ଆକାଉଣ୍ଟ ସୁରକ୍ଷିତ ଅଛି ବୋଲି ସୁନିଶ୍ଚିତ କରିବାକୁ ଦୟାକରି ଆପଣଙ୍କର ପାସୱାର୍ଡ ରିସେଟ୍ କରନ୍ତୁ।,మీ ఖాతా సురక్షితంగా ఉందని నిర్ధారించుకోవడానికి దయచేసి మీ పాస్‌వర్డ్‌ను రీసెట్ చేయండి,ನಿಮ್ಮ ಖಾತೆ ಸುರಕ್ಷಿತವಾಗಿದೆ ಎಂದು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಲು ದಯವಿಟ್ಟು ನಿಮ್ಮ ಪಾಸ್‌ವರ್ಡ್ ಅನ್ನು ಮರುಹೊಂದಿಸಿ.,உங்கள் கணக்கு பாதுகாப்பாக இருப்பதை உறுதிசெய்ய உங்கள் கடவுச்சொல்லை மீட்டமைக்கவும்,તમારું એકાઉન્ટ સુરક્ષિત છે તેની ખાતરી કરવા કૃપા કરીને તમારો પાસવર્ડ રીસેટ કરો,یہ یقینی بنانے کے لیے کہ آپ کا اکاؤنٹ محفوظ ہے اپنا پاس ورڈ دوبارہ ترتیب دیں۔
LOGIN_PAGE,DO_IT_LATER,I’ll do it later,मी हे नंतर करीन,मैं इसे बाद में कर लूँगा,ମୁଁ ଏହା ପରେ କରିବି,నేను దానిని తర్వాత చేస్తాను,ನಾನು ಅದನ್ನು ನಂತರ ಮಾಡುತ್ತೇನೆ.,நான் பிறகு செய்வேன்,હું પછીથી કરીશ,میں بعد میں کروں گا۔
LOGIN_PAGE,SUCCESSFULLY_RESET,Your password has been successfully reset,तुमचा पासवर्ड यशस्वीरित्या रीसेट करण्यात आला आहे,आपका पासवर्ड सफलतापूर्वक रीसेट कर दिया गया है,ଆପଣଙ୍କର ପାସୱାର୍ଡ ସଫଳତାର ସହ ରିସେଟ୍ ହୋଇଛି।,మీ పాస్‌వర్డ్ విజయవంతంగా రీసెట్ చేయబడింది,ನಿಮ್ಮ ಪಾಸ್‌ವರ್ಡ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಮರುಹೊಂದಿಸಲಾಗಿದೆ.,உங்கள் கடவுச்சொல் வெற்றிகரமாக மீட்டமைக்கப்பட்டது,તમારો પાસવર્ડ સફળતાપૂર્વક રીસેટ કરવામાં આવ્યો છે,آپ کا پاس ورڈ کامیابی کے ساتھ دوبارہ ترتیب دیا گیا ہے۔
LOGIN_PAGE,LINK_EXPIRED,Link has been expired,लिंक कालबाह्य झाली आहे,लिंक की समय सीमा समाप्त हो गई है,ଲିଙ୍କର ସମୟ ସୀମା ଶେଷ ହୋଇଯାଇଛି,లింక్ గడువు ముగిసింది,ಲಿಂಕ್ ಅವಧಿ ಮುಗಿದಿದೆ.,இணைப்பு காலாவதியானது,લિંક સમાપ્ત થઈ ગઈ છે,لنک ختم ہو چکا ہے۔
LOGIN_PAGE,WE_SEND_AN_EMAIL,We sent an email to {{maskEmail}} with a link to reset your password,आम्ही तुमचा पासवर्ड रीसेट करण्यासाठी लिंकसह {{maskEmail}} वर ईमेल पाठवला आहे,हमने आपके पासवर्ड को रीसेट करने के लिए एक लिंक के साथ {{maskEmail}} पर एक ईमेल भेजा है,ଆପଣଙ୍କ ପାସୱାର୍ଡ ପୁନଃସେଟ୍ କରିବା ପାଇଁ ଆମକୁ {{maskEmail}}ଏକ ଇମେଲ୍ ପଠାଇଛୁ।,మీ పాస్‌వర్డ్‌ను రీసెట్ చేయడానికి మేము {{maskEmail}}కి లింక్‌తో ఇమెయిల్ పంపాము,ನಿಮ್ಮ ಪಾಸ್‌ವರ್ಡ್ ಅನ್ನು ಮರುಹೊಂದಿಸಲು ಲಿಂಕ್ ಹೊಂದಿರುವ ಇಮೇಲ್ ಅನ್ನು ನಾವು {{maskEmail}} ಗೆ ಕಳುಹಿಸಿದ್ದೇವೆ.,உங்கள் கடவுச்சொல்லை மீட்டமைப்பதற்கான இணைப்புடன் {{maskEmail}}க்கு மின்னஞ்சலை அனுப்பினோம்,અમે તમારો પાસવર્ડ રીસેટ કરવા માટેની લિંક સાથે {{maskEmail}} પર એક ઈમેલ મોકલ્યો છે,ہم نے آپ کا پاس ورڈ دوبارہ ترتیب دینے کے لیے ایک لنک کے ساتھ {{maskEmail}} پر ایک ای میل بھیجا ہے۔
LOGIN_PAGE,CURRENT_PASSWORD_NOT,Current Password Not Matched,वर्तमान पासवर्ड जुळत नाही।,वर्तमान पासवर्ड मेल नहीं खा रहा है।,ବର୍ତ୍ତମାନର ପାସୱାର୍ଡ ମେଳ ଖାଉନାହିଁ,ప్రస్తుత పాస్‌వర్డ్ సరిపోలలేదు,ಪ್ರಸ್ತುತ ಪಾಸ್‌ವರ್ಡ್ ಹೊಂದಿಕೆಯಾಗುತ್ತಿಲ್ಲ,தற்போதைய கடவுச்சொல் பொருந்தவில்லை,વર્તમાન પાસવર્ડ મેળ ખાતો નથી,موجودہ پاس ورڈ مماثل نہیں ہے۔
LOGIN_PAGE,NO_USERNAME,Username not found,वापरकर्तानाव सापडले नाही।,उपयोगकर्ता नाम नहीं मिला।,ବ୍ୟବହାରକାରୀନାମ ମିଳିଲା ନାହିଁ,యూజర్ పేరు కనుగొనబడలేదు,ಬಳಕೆದಾರಹೆಸರು ಕಂಡುಬಂದಿಲ್ಲ.,பயனர் பெயர் கிடைக்கவில்லை,વપરાશકર્તા નામ મળ્યું નથી,صارف نام نہیں ملا
LOGIN_PAGE,PASSWORD_SAME_AS_OLD,Password same as old,पासवर्ड जुन्या पासवर्ड सारखाच आहे,पासवर्ड पुराना जैसा ही है।,ପାସୱାର୍ଡ ପୁରୁଣା ପାସୱାର୍ଡ ପରି ସମାନ ଅଛି,పాత పాస్‌వర్డ్ లాగానే ఉంది,ಪಾಸ್‌ವರ್ಡ್ ಹಳೆಯಂತೆಯೇ ಇದೆ,கடவுச்சொல் பழையது போலவே உள்ளது,પાસવર્ડ જુના જેવો જ,پاس ورڈ وہی پرانا ہے۔
SIDEBAR,HI,hi,नमस्कार,नमस्ते,ନମସ୍କାର,సెంటర్లను కేటాయించండి,ಹಾಯ್,வணக்கம்,નમસ્તે,ہیلو
SIDEBAR,DASHBOARD,Dashboard,डॅशबोर्ड,डैशबोर्ड,ଡ୍ୟାସବୋର୍ଡ,డ్యాష్‌బోర్డ్,ಡ್ಯಾಶ್‌ಬೋರ್ಡ್,டாஷ்போர்டு,ડેશબોર્ડ,ڈیش بورڈ
SIDEBAR,MANAGE_USERS,Manage Users,वापरकर्त्यांचे व्यवस्थापन करा,उपयोगकर्ताओं का प्रबंधन करें,ଉପଭୋକ୍ତାମାନଙ୍କୁ ପରିଚାଳନା କରନ୍ତୁ,వినియోగదారులను నిర్వహించండి,ಬಳಕೆದಾರರನ್ನು ನಿರ್ವಹಿಸಿ,பயனர்களை நிர்வகிக்கவும்,ઉપયોગકર્તાનું વ્યવસ્થાપન કરો,صارفین کا نظم کریں۔
SIDEBAR,COURSE_PLANNER,Curriculum Planner,अभ्यासक्रम नियोजक,पाठ्यक्रम योजनाकार,ପାଠ୍ୟକ୍ରମ ପ୍ରଣାଳୀକାରୀ,కోర్సు ప్రణాళికకర్త,ಕೋರ್ಸ್ ಪ್ಲಾನರ್,பாடத்திட்ட திட்டமிடுபவர்,પાઠ્યક્રમનું આયોજન,کورس پلانر
SIDEBAR,CENTERS,Centers,सेंटर,केंद्रे,କେନ୍ଦ୍ର,కేంద్రాలు,ಕೇಂದ್ರಗಳು,மையங்கள்,સેન્ટર,مراکز
SIDEBAR,FACILITATORS,Facilitators,प्रशिक्षक,सुविधा प्रदाता,ସହଜକାରୀମାନେ,సౌకర్యాదారులు,ಅನುಕೂಲಕರು,பெசிலிடேட்டர்ஸ்,ફેસિલેટર,سہولت کار
SIDEBAR,LEARNERS,Learners,शिकणारे,शिक्षार्थी,ଶିକ୍ଷାର୍ଥୀମାନେ,అభ్యసకులు,ಕಲಿಯುವವರು,மாணவர்கள்,વિધ્યાર્થી,سیکھنے والے
SIDEBAR,TEAM_LEADERS,Team Leaders,टीम लीडर,टीम लीडर,ଦଳ ନେତାମାନେ,టీమ్ లీడర్లు,ತಂಡದ ನಾಯಕರು,டீம் லீடர்,ટીમ લીડર,ٹیم لیڈرز
SIDEBAR,CREATE_PLAN,Create Plan,योजना तयार करा,योजना बनाएं,ଯୋଜନା ସୃଷ୍ଟି କରନ୍ତୁ,ప్రణాళిక సృష్టించండి,ಯೋಜನೆಯನ್ನು ರಚಿಸಿ,திட்டத்தை உருவாக்கவும்,યોજના બનાવો,ایک پروجیکٹ بنائیں
SIDEBAR,VIEW_PLANS,View Plans,योजना पहा,योजनाएँ देखें,ଯୋଜନାଗୁଡ଼ିକୁ ଦେଖନ୍ତୁ,ప్రణాళికలను చూడండి,ಯೋಜನೆಗಳನ್ನು ವೀಕ್ಷಿಸಿ,திட்டங்களைப் பார்க்கவும்,યોજના જોવો,پروجیکٹس دیکھیں
SIDEBAR,FOUNDATION_COURSE,Foundation Course,फाउंडेशन कोर्स,फाउंडेशन कोर्स,ଫାଉଣ୍ଡେସନ୍ କୋର୍ସ,ఫౌండేషన్ కోర్సు,ಫೌಂಡೇಶನ್ ಕೋರ್ಸ್,பௌண்டஷன் கோர்ஸ்,ફાઉન્ડેશન કોર્સ,فاؤنڈیشن کورس
SIDEBAR,MAIN_COURSE,Main Course,मुख्य कोर्स,मुख्य कोर्स,ମେନ କୋର୍ସ,ప్రధాన కోర్సు,ಮೈನ್ ಕೋರ್ಸ್,மெயின் கோர்ஸ்,મુખ્ય અભ્યાસક્રમ,مین کورس
SIDEBAR,CONTENT_CREATOR_REVIEWER,Content Creator/Reviewer,सामग्री निर्माता/पुनरावलोकक,सामग्री निर्माता/समीक्षक,ବିଷୟବସ୍ତୁ ସୃଷ୍ଟିକର୍ତ୍ତା/ସମୀକ୍ଷକ,కంటెంట్ సృష్టికర్త/సమీక్షకుడు,ವಿಷಯ ರಚನೆಕಾರ/ವಿಮರ್ಶಕರು,உள்ளடக்கத்தை உருவாக்குபவர்/விமர்சனம் செய்பவர்,સામગ્રી નિર્માતા/સમીક્ષક,مواد کا تخلیق کار/ جائزہ لینے والا
SIDEBAR,SCTA,State Content Team Associate,राज्य साहित्य टीम सहाय्यक,राज्य सामग्री टीम सहायक,ରାଜ୍ୟ ବିଷୟବସ୍ତୁ ଦଳ ସହଯୋଗୀ,స్టేట్ కంటెంట్ టీమ్ అసోసియేట్,ರಾಜ್ಯ ವಿಷಯ ತಂಡದ ಸಹವರ್ತಿ,மாநில உள்ளடக்கக் குழு இணை,રાજ્ય સામગ્રી ટીમ સહયોગી,ریاستی مواد ٹیم ایسوسی ایٹ
SIDEBAR,WORKSPACE,Workspace,कार्यस्थान,कार्यस्थान,କାର୍ଯ୍ୟସ୍ଥାନ,వర్క్‌స్పేస్,ವರ್ಕ್ ಸ್ಪೇಸ್,பணியிடம்,વર્કસ્પેસ,کام کی جگہ
SIDEBAR,MENTOR,Mentor,मेंटॉर,मेंटर,ମେଣ୍ଟର,మెంటార్,ಮಾರ್ಗದರ್ಶಿ,வழிகாட்டி,માર્ગદર્શક,سرپرست
SIDEBAR,MENTOR_LEADER,Mentor Leader,मेंटॉर लीडर,मेंटर लीडर,ମେଣ୍ଟର ନେତା,మెంటార్ లీడర్,ಮಾರ್ಗದರ್ಶಕ ನಾಯಕ,வழிகாட்டி தலைவர்,માર્ગદર્શક નેતા,رہنما رہنما
SIDEBAR,CERTIFICATE_ISSUANCE,Certificate Issuance,प्रमाणपत्र जारी करणे,सर्टिफिकेट जारी करना,ସର୍ଟିଫିକେଟ୍ ଇସ୍ୟୁନ୍ସ,సర్టిఫికెట్ జారీ,ಪ್ರಮಾಣಪತ್ರ ಹೊರಡುವಿಕೆ,சான்றிதழ் வழங்குதல்,પ્રમાણપત્ર જારી,سرٹیفکیٹ کا اجراء
SIDEBAR,SUPPORT_REQUEST,Support Request,सहाय्य विनंती,समर्थन अनुरोध,ସହଯୋଗ ଅନୁରୋଧ,సహాయం అభ్యర్థన,ಬೆಂಬಲ ಕೇಳು,ஆதரவு கோரிக்கை,સહાય વિનંતી,سپورٹ کی درخواست
